description,category,urgency_score,urgency_level,location_type,category_label,urgency_label,text_length
"Sharp-bend sign turned toward the wrong road in Tulsipur, drivers are approaching the hazard too quickly.",road_damaged_sign,8.0,high,public,6,1,16
"Minibuses left over a zebra crossing, pedestrians are walking into traffic.",illegal_parking,8.5,high,public,3,1,11
The pothole is filled with rainwater and its depth is hard to see. Water collects inside the hole after rain.,pothole,9.5,critical,hospital,5,0,20
"Hospital access drain blocked on the highway since yesterday, waterlogging is slowing heavy traffic.",drainage,7.5,high,highway,1,1,14
"A deep hole has formed in the public walkway and is difficult to notice during low-light conditions, outside several houses.",infrastructure,9.0,high,residential,4,1,20
Mixed litter blocking the footpath near the warehouse.,trash,8.0,high,industrial,7,1,8
Rubbish piled up beside the walkway at the industrial road.,trash,3.0,low,industrial,7,2,10
कुकुरले घरको फोहोरको बोरा च्यातेर राजमार्ग भरि फोहोर गरेको छ। मानिसहरूलाई धेरै समस्या भएको छ।,domestic_trash,8.4,high,highway,0,1,15
"Public water tap covered with spray-painted tags in a public area, the public facility is unsafe to use.",vandalism,6.5,high,public,8,1,18
Household waste left outside homes beside the school.,domestic_trash,5.5,medium,school,0,3,8
"Microbuses blocking a hospital entrance after recent rain, ambulances are delayed.",illegal_parking,9.5,critical,hospital,3,0,11
Manche haru le open area ma fohor faliraheka chan. Bato ra area fohor bhairako cha.,garbage,7.5,high,residential,2,1,15
There is a broken section of road near the walking path. The edge of the road is also starting to break.,pothole,8.0,high,hospital,5,1,21
Food waste is scattered around because dogs are tearing the bags. The waste is close to the walking path.,garbage,6.5,high,residential,2,1,19
"Microbuses blocking a residential driveway in Dhangadhi, residents cannot move their vehicles.",illegal_parking,5.5,medium,residential,3,3,12
"Household garbage has accumulated near the entrance of several houses and is becoming difficult to manage, beside the factory service route.",domestic_trash,9.0,high,industrial,0,1,21
"School buses parked across a school gate in Biratnagar, children are entering through traffic.",illegal_parking,8.0,high,school,3,1,14
"Bus shelter left with official lettering blacked out near a market, the markings are small but visible.",vandalism,2.5,low,market,8,2,17
"Construction vehicles parked on both sides of a narrow road since yesterday, emergency vehicles cannot pass.",illegal_parking,9.0,critical,hospital,3,0,16
"Cargo vans parked along a highway shoulder since yesterday, fast traffic is swerving around them.",illegal_parking,8.0,high,highway,3,1,15
Plastic bags and food waste are spread around the area. The waste is visible from the nearby road.,garbage,5.0,medium,school,2,3,18
"Construction vehicles blocking a public bus stop after recent rain, buses are stopping in the traffic lane.",illegal_parking,6.5,high,commercial,3,1,17
"Cars parked on both sides of a narrow road after recent rain, emergency vehicles cannot pass.",illegal_parking,8.5,high,hospital,3,1,16
"Private cars blocking a residential driveway, residents cannot move their vehicles.",illegal_parking,5.0,medium,residential,3,3,11
People are leaving garbage beside the road instead of in the bin. The waste is making the area unpleasant.,garbage,8.0,high,market,2,1,19
Household waste left outside homes at the public road.,domestic_trash,3.0,low,public,0,2,9
The garbage bin is full and waste is falling onto the ground. Residents are asking for the waste to be picked up.,garbage,8.5,high,market,2,1,22
Garbage bags torn open by dogs at the residential lane.,domestic_trash,2.5,low,residential,0,2,10
People are leaving garbage beside the road instead of in the bin. There are food leftovers mixed with plastic.,garbage,8.5,high,hospital,2,1,19
"Pedestrian-crossing sign painted over near an industrial road, pedestrians cannot find the crossing point.",road_damaged_sign,6.5,high,industrial,6,1,14
Plastic bottles scattered near the road at the industrial road.,trash,6.0,medium,industrial,7,3,10
"Parking restriction sign hanging from one bolt near a hospital, parked vehicles are narrowing the road.",road_damaged_sign,6.0,medium,hospital,6,3,16
"Covered drain overflowing near a school after recent rain, children are walking through dirty water.",drainage,8.5,high,school,1,1,15
There is a hole near the edge of the road where motorcycles pass. The damaged area is noticeable to regular road users.,pothole,5.5,medium,market,5,3,22
"School-zone sign painted over in Bharatpur, pedestrians cannot find the crossing point.",road_damaged_sign,7.0,high,highway,6,1,12
A pothole is getting larger after rain. People are asking for the road to be repaired.,pothole,2.5,low,market,5,2,16
"Temple wall covered with political slogans on a highway, special cleaning is required.",vandalism,6.0,medium,highway,8,3,13
"Sharp-bend sign fallen into a drain in a public area, night drivers cannot see the hazard.",road_damaged_sign,8.5,high,public,6,1,16
"A large crack has developed across the concrete pavement, creating a serious trip hazard for pedestrians, beside nearby shops.",infrastructure,8.5,high,commercial,4,1,19
A pothole is making vehicles move to the other side of the road. Vehicles need to slow down at that point.,pothole,5.0,medium,school,5,3,21
"Wet household rubbish is leaking onto the pavement and creating an unhygienic area near homes, along the public walkway.",domestic_trash,6.5,medium,public,0,3,19
There is food waste on the street and stray dogs are spreading it. People are asking for collection soon.,garbage,5.5,medium,school,2,3,19
"Public water tap marked with offensive words in a public area, sharp parts are exposed beside pedestrians.",vandalism,8.5,high,public,8,1,17
"Health-post wall left with its notice torn down near an industrial road, visitors cannot identify the correct entrance.",vandalism,6.0,medium,industrial,8,3,18
"Uncollected household waste is producing a bad smell and causing complaints from nearby residents, beside the school boundary.",domestic_trash,9.5,high,school,0,1,18
"Roadwork sign hanging from one bolt in Dhangadhi, vehicles are entering the work area too fast.",road_damaged_sign,9.0,critical,highway,6,0,16
Public waste has accumulated beside the entrance and is creating an unpleasant smell for visitors near the school entrance.,trash,4.5,medium,school,7,3,19
"Deep potholes damaging the road surface, near the community area.",infrastructure,5.0,medium,public,4,3,10
"Hospital direction sign bent away from traffic near a school, patients are taking wrong turns.",road_damaged_sign,6.0,medium,school,6,3,15
Food waste is scattered around because dogs are tearing the bags. Dogs are opening the bags and spreading the waste.,garbage,5.0,medium,residential,2,3,20
The roadside drain has collapsed and left a deep open gap beside the pedestrian route beside the hospital walkway.,infrastructure,7.5,high,hospital,4,1,19
"Stop sign hidden by branches on a residential road, vehicles are entering from conflicting directions.",road_damaged_sign,9.0,critical,residential,6,0,15
The road has started breaking around the pothole. Buses are slowing down near the damaged section.,pothole,9.0,critical,market,5,0,16
"Open drain blocked with plastic waste after recent rain, rainwater is flooding the road.",drainage,7.5,high,residential,1,1,14
"Pedestrian underpass left with its notice torn down on a residential road, the same place was damaged repeatedly.",vandalism,5.5,medium,residential,8,3,18
"Speed-limit sign knocked down in a commercial area, motorcycles are braking near the barriers.",road_damaged_sign,8.0,high,commercial,6,1,14
A streetlight pole has been damaged and is leaning toward the pedestrian walkway near the main road junction.,infrastructure,8.5,high,highway,4,1,18
"School-side drain overflowing with sewage, residents face a serious health risk.",drainage,9.5,critical,residential,1,0,11
"Several paving blocks are loose and uneven near the school entrance, making the walkway unsafe, beside the factory service route.",infrastructure,6.5,medium,industrial,4,3,20
ढल लाइन सार्वजनिक स्थान मा फुटेर दुर्गन्ध आइरहेको छ। छिटो मर्मत गर्नुपर्यो।,drainage,3.6,low,public,1,2,12
"Trucks blocking a public bus stop, buses are stopping in the traffic lane.",illegal_parking,7.5,high,commercial,3,1,13
"Roadwork sign missing from its pole on a highway, drivers cannot confirm the speed restriction.",road_damaged_sign,6.0,medium,highway,6,3,15
