description,category,urgency_score,urgency_level,location_type,category_label,urgency_label
"Public water tap marked with offensive words in a public area, the public facility is unsafe to use.",vandalism,7.0,high,public,8,1
People are leaving garbage beside the road instead of in the bin. Residents are asking for the waste to be picked up.,garbage,2.5,low,residential,2,2
ढल आवासीय क्षेत्र मा अवरुद्ध भएर फोहोर पानी बाहिर बगिरहेको छ। सरकारले चाँडै हेर्नुपर्यो।,drainage,5.2,high,residential,1,1
"Hospital direction sign faded and unreadable in Bhaktapur, patients are taking wrong turns.",road_damaged_sign,6.5,high,school,6,1
There is a bad smell coming from the garbage near the street. It has been there for several days.,garbage,6.5,high,residential,2,1
"Public wall covered with illegal advertising near a school, the same place was damaged repeatedly.",vandalism,6.0,medium,school,8,3
मूर्ति र शिल्पकला व्यापारिक क्षेत्र मा भत्किएको छ। छिटो सफा गर्नुपर्यो।,vandalism,5.5,medium,commercial,8,3
A pothole is causing buses and cars to slow down. The damaged section is making traffic slower.,pothole,7.0,high,residential,5,1
बाटोको किनारा धेरै ठाउँबाट खस्केर विद्यालय मा खतरा भएको छ। छिटो मर्मत गर्नुपर्यो।,infrastructure,8.3,critical,school,4,0
"Cross-road drain blocked on the highway after recent rain, waterlogging is slowing heavy traffic.",drainage,8.5,high,highway,1,1
"Minibuses blocking a residential driveway, residents cannot move their vehicles.",illegal_parking,5.0,medium,residential,3,3
Rati khadal dekhna garo huncha. Gadi haru lai problem bhairako cha.,pothole,3.5,low,residential,5,2
"Covered drain filled with mud after rain, water is entering nearby shops.",drainage,8.0,high,market,1,1
"Garbage bags torn open by dogs, in the business area.",domestic_trash,3.0,low,commercial,0,2
The pothole is filled with rainwater and its depth is hard to see. People are asking for the road to be repaired.,pothole,5.5,medium,school,5,3
A pothole has appeared after the recent rain. Several motorcycles are avoiding the same spot.,pothole,5.0,medium,market,5,3
"Food containers scattered near the shops, near the factory.",trash,5.0,medium,industrial,7,3
"Hospital direction sign knocked down near a school, visitors need help finding the entrance.",road_damaged_sign,4.0,low,school,6,2
"Junction sign hidden by branches near an industrial road, drivers are taking wrong turns and causing traffic.",road_damaged_sign,6.0,medium,industrial,6,3
"Mixed litter blocking the footpath, near homes.",trash,5.0,medium,residential,7,3
"Broken barrier blocking part of the road, beside the school.",infrastructure,6.5,medium,school,4,3
"Hospital access drain overflowing with sewage after recent rain, residents face a serious health risk.",drainage,9.0,critical,residential,1,0
The road is uneven because of a pothole. The road surface around the hole is also breaking.,pothole,7.5,high,hospital,5,1
A pothole has appeared after the recent rain. Rainwater is collecting in the hole.,pothole,8.5,high,school,5,1
Household rubbish blocking the pavement at the residential lane.,domestic_trash,9.0,high,residential,0,1
"Public gutter collapsed beside the road, pedestrians could fall into the opening.",drainage,9.0,critical,public,1,0
"Cross-road drain overflowing near a school since yesterday, children are walking through dirty water.",drainage,8.0,high,school,1,1
There is a broken section of road near the walking path. Several motorcycles are avoiding the same spot.,pothole,8.5,high,school,5,1
"Cargo vans parked fully on the footpath after recent rain, pedestrians are forced onto the road.",illegal_parking,7.5,high,residential,3,1
"Community drain blocked with plastic waste since yesterday, rainwater is flooding the road.",drainage,7.5,high,residential,1,1
A pothole is causing buses and cars to slow down. People are asking for the road to be repaired.,pothole,7.5,high,school,5,1
"Covered drain filled with mud after rain after recent rain, water is entering nearby shops.",drainage,8.0,high,market,1,1
"Household trash bags are scattered across the residential street after being torn open by stray dogs, beside the public access route.",domestic_trash,4.0,medium,public,0,3
"Taxis blocking a hospital entrance, ambulances are delayed.",illegal_parking,9.5,critical,hospital,3,0
फोहोर राख्ने ठाउँ नभएकोले मानिसहरूले आवासीय क्षेत्र मा नै फोहोर फाल्ने गर्छन्। मानिसहरूलाई धेरै समस्या भएको छ।,domestic_trash,6.3,high,residential,0,1
"Bridge-load sign turned toward the wrong road on a residential road, heavy vehicles may enter an unsafe bridge.",road_damaged_sign,9.5,critical,residential,6,0
"Bridge-load sign fallen into a drain in Hetauda, truck drivers cannot confirm the load limit.",road_damaged_sign,6.5,high,residential,6,1
The pothole is filled with rainwater and its depth is hard to see. Cars are moving around it to avoid the hole.,pothole,3.0,low,hospital,5,2
ढल लाइन औद्योगिक क्षेत्र मा फुटेर दुर्गन्ध आइरहेको छ। मानिसहरूलाई स्वास्थ्य खतरा भएको छ।,drainage,5.8,medium,industrial,1,3
Garbage has been left in an open place and is spreading around. People are having to walk around the garbage.,garbage,7.5,high,hospital,2,1
"Landslide warning sign covered by posters near a market, night drivers cannot see the hazard.",road_damaged_sign,9.0,critical,market,6,0
There are potholes on the street and motorcycles are struggling to pass. Drivers are starting to avoid the spot.,pothole,5.0,medium,residential,5,3
"School-zone sign cracked with a loose edge on a highway, vehicles are braking when people enter the road.",road_damaged_sign,7.5,high,highway,6,1
A broken concrete barrier has fallen partly onto the road and is creating a traffic hazard near the hospital entrance.,infrastructure,7.5,high,hospital,4,1
"Drainage completely blocked for 3 days, raw sewage overflowing onto the street, health hazard for everyone",drainage,9.5,critical,residential,1,0
"Market drain leaking near a hospital after recent rain, dirty water is crossing the entrance.",drainage,9.0,critical,hospital,1,0
Household waste has been left outside for several days. The area becomes dirty after the waste is left outside.,garbage,5.0,medium,residential,2,3
"School buses left near an industrial gate since yesterday, large vehicles have little turning space.",illegal_parking,7.0,high,industrial,3,1
"Pickup vehicles left over a zebra crossing since yesterday, pedestrians are walking into traffic.",illegal_parking,8.0,high,public,3,1
"Highway drain overflowing with sewage, residents face a serious health risk.",drainage,9.5,critical,residential,1,0
"Road divider covered with illegal advertising on a highway, the damage may worsen without repair.",vandalism,5.0,medium,highway,8,3
"Several paving blocks are loose and uneven near the school entrance, making the walkway unsafe, near the community area.",infrastructure,3.0,low,public,4,2
"Covered drain breeding mosquitoes, the area has an increased disease risk.",drainage,7.5,high,residential,1,1
Rubbish piled up beside the walkway near homes.,trash,3.5,low,residential,7,2
"Narrow-bridge sign blocked by a vendor board near a market, motorcycles are braking suddenly.",road_damaged_sign,8.5,high,market,6,1
There is waste scattered near the roadside and it needs to be collected. The collection vehicle has not come recently.,garbage,5.5,medium,market,2,3
"Public wall scraped across the surface near a school, residents have requested cleaning.",vandalism,4.5,medium,school,8,3
A pothole is getting larger after rain. It is difficult to see at night.,pothole,5.0,medium,school,5,3
दिशा सूचक बोर्ड राजमार्ग बाट हराएर चालकहरू भ्रमित भइरहेका छन्। सरकारले चाँडै हेर्नुपर्यो।,road_damaged_sign,8.5,high,highway,6,1
